"id","en_label","en_description","enwiki_title"
"56166933","James A Taylor","researcher",""
"91005594","Alberto Fernández-Isabel","researcher (ORCID 0000-0002-0848-1190)",""
"61084425","Jessica J Williams","researcher ORCID ID = 0000-0002-8275-7597",""
"21338122","Vasily S. Sidorenko","Russian entomologist (1965-2010)",""
"12403861","Itamar Ben-Gvir","Israeli politician and lawyer","Itamar Ben-Gvir"
"1586875","Harry Wijnvoord","Dutch TV presenter",""
"87416351","Gennady Ivanovich Sidorenko","",""
"108116918","Robert Ballard Yates","British Royal Navy officer, commander in 1814",""
"16657949","Otto Robert Fricke","German chemist",""
"75428583","Stephen Langman Painter","(born 1956)",""
"96130","Giulia Siegel","German actress, singer, DJ, TV personality","Giulia Siegel"
"4484009","Philip","",""
"113846720","Sebastian Stanca","",""
"113801987","Bryan Adams Hampton","",""
"75366781","Carl-Philipp Baron von Aretin","(born 1987)",""
"95796841","Volker Becker-Battaglia","",""
"6382703","Keegan-Michael Key","American actor and comedian (born 1971)","Keegan-Michael Key"
"110561241","Carl Philip Sack, 2.Lord of Hacksta, governor of Kalmar province","27 Sep 1627 Hacksta, Näs - 1661 Vi, Hacksta, Näs",""
"90252179","Tim Burton","researcher (ORCID 0000-0002-0215-0227)",""
"6829330","Michael Cohen","Canadian actor","Michael D. Cohen (actor)"
"100877451","Mario Lopez","college basketball player (1987–1987) Fresno State",""
"16336711","António Costa Santos","Portuguese journalist",""
"545891","Filiz Koçali","Turkish politician","Filiz Koçali"
"100983062","Michael Jackson","college basketball player (1992–1995) Detroit Mercy",""
"75965881","James Cameron-Head","(1851-1922)",""
"18636880","Mario Ropp","French writer (1917-2007)",""
"5444468","Fern Mallis","American fashion executive","Fern Mallis"
"44416691","Grace Van Patten","American actress","Grace Van Patten"
"102218165","Thomas Müller","Ph.D. Albert-Ludwigs-Universität Freiburg im Breisgau 1999",""
"110157920","Julie Andrews","researcher (aboriginal studies)",""
"107582316","Jeremy Hunt Gates","",""
"98612709","Michael Schumacher","researcher ORCID 0000-0002-5123-5075",""
"5218021","Dan Mackinnon","Australian politician (1903-1983)","Dan Mackinnon"
"111833364","Axel Steinmann","Austrian exhibition curator",""
"91945086","Lewis Hamilton Redfield","American printer and publisher",""
"89355160","Allison Williams","researcher (ORCID 0000-0003-4701-500X)",""
"104772990","Katharina","",""
"52635545","Leslie Mannès","",""
"58917121","Jack Nicholson","Canadian actor",""
"154978","Klaus Meine","German singer","Klaus Meine"
"21067052","John Carney","",""
"6251234","John Oliver","English footballer (1867-?)","John Oliver (footballer, born 1867)"
"746140","Dave Lougheed","Canadian rugby union player","Dave Lougheed"
"47005313","David Chamboredon","French poet",""
"61961450","Gayle Letherby","",""
"63860494","Alberto Fernández Ibarburu","Spanish photographer",""
"725986","Ashley Parker Angel","American musician","Ashley Parker Angel"
"28871736","Katharina Sunnerhagen","Swedish physician","Katharina Sunnerhagen"
"57321293","Aiko Kawasumi-Kita","researcher",""
"326159","Niclas Füllkrug","German football player","Niclas Füllkrug"
"6081866","Mehmet Celal Özdoğan","Turkish university teacher",""
"110213677","Karen Murphy","musical artist",""
"94925875","Joachim Herrmann","",""
"254038","Nichelle Nichols","US dancer, singer, and actor","Nichelle Nichols"
"218042","Jessie Ware","English singer-songwriter","Jessie Ware"
"19588477","Tony Parker","American basketball player, UCLA Bruins","Tony Parker (basketball, born 1993)"
"9682","Elizabeth II","Queen of the United Kingdom from 1952 to 2022","Elizabeth II"
"6244359","John Lee","British politician","John Lee (1695–1761)"
"7369219","Ross Butler","Australian politician","Ross Butler (politician)"
"342636","John Francis Daley","American actor, film director and screenwriter","John Francis Daley"
"16062429","Thomas Welbank Fowle","English cleric; rector of Islip, Oxfordshire","Thomas Welbank Fowle"
"5053417","Cathy Garcia-Molina","Filipino film and television director","Cathy Garcia-Sampana"
"47497880","Antonio Costa","Italian engraver and draftsman",""
"36677408","Seher Karaman Erkul","Turkish botanist",""
"37994826","Marc Anthony Richardson","American novelist","Marc Anthony Richardson"
"17319962","Maggie Macfadyen","daughter of Matthew Macfadyen",""
"44333953","Bad Bunny","Puerto Rican rapper","Bad Bunny"
"21055337","Alessandro Michele","Italian fashion designer","Alessandro Michele"
"1392423","Joachim Walter Kadereit","German botanist",""
"112552173","Tim Cook","",""
"1086291","Christophe Beck","Canadian composer and conductor","Christophe Beck"
"1985976","Patrick Fabian","American actor","Patrick Fabian"
"2429104","Thorsten Frei","German politician","Thorsten Frei"
"4617308","Yoel Schwartz","Israeli rabbi","Yoel Schwartz"
"88052989","Junhua Li","researcher (ORCID 0000-0002-3586-8948)",""
"2562564","Werner Schwarze","German chemist",""
"22130988","Yuina Minamoto","Japanese model",""
"1159234","Dana Schweiger","American television presenter, entrepreneur and model","Dana Schweiger"
"76237955","Henry Thomas","(born 1812)",""
"42410621","Sven Petersen","researcher",""
"2327261","James Donaldson","English-American basketball player","James Donaldson (basketball)"
"2960729","Charles, marquis de Villette","French writer, politician, nobleman","Charles, marquis de Villette"
"126225","Michael Shermer","American science writer","Michael Shermer"
"19664269","Whitney Shikongo","Angolan model","Whitney Shikongo"
"75370917","Pedro Sanchez de Toca y Acebal","(born 1929)",""
"96213261","Michael Korsmeier","researcher",""
"106813708","Peter Morgan","British QC and judge",""
"57077701","Jorge Garcia-Ivars","researcher",""
"234141","Ian McShane","English actor (born 1942)","Ian McShane"
"2474114","Amalie Constance Marie van Nassau-Corroy","(1785-1832)",""
"64816580","Wood","American professional baseball player",""
"16233716","Ciara Hanna","American actress","Ciara Hanna"
"264193","Émile Bernard","French painter (1868-1941)","Émile Bernard"
"818048","Benny Blanco","American record producer (born 1988)","Benny Blanco"
"63027820","Dorothée Barba","French journaliste",""
"21005455","Deb Cox","Australian screenwriter and producer","Deb Cox"
"60813409","Antonio Cardoso","Brazilian businessman and politician",""
"6225240","John Carney","American sleight of hand artist, author and comic actor","John Carney (magician)"
"63069661","Iuri Xavier Pereira","",""
"115850198","Louise Roelands","",""
"63991423","Loredana Radoi","researcher",""
"239246","Mathilde Kschessinska","Russian ballet dancer and princess","Mathilde Kschessinska"
"102112047","Patrick Stewart","Ph.D. Bowling Green State University 2020",""
"115934419","Maria de Lourdes de Leon Pasquel","",""
"1682910","Jannik Schümann","German actor and voice actor (1992-)","Jannik Schümann"
"117222250","Kate Walsh","President, National Council on Teacher Quality",""
"1857141","Steve Scalise","American politician (born 1965)","Steve Scalise"
"6175924","Jeffrey Cyphers Wright","East Village poet and artist active in populist and community garden movements","Jeffrey Cyphers Wright"
"5482171","Peter Phillips","British artist (born 1939), painter, collage artist","Peter Phillips (artist)"
"15287644","Paul Walker","American political scientist and Right Livelihood Award laureate",""
"87254202","Clare Jackson","Academic at Trinity Hall, University of Cambridge",""
"61758958","Jorge Garcia","researcher, Power Electronics, ORCID ID = 0000-0003-1614-0078",""
"31056012","Maria Bakhoven - Michels","Dutch author",""
"471419","Hans-Peter Feldmann","German artist","Hans-Peter Feldmann"
"1570824","Jenke Wilmsdorff","German actor and journalist",""
"24572627","Stephen Graham Mold","politician","Stephen Mold"
"87945903","Salman Khan","researcher (ORCID 0000-0003-4371-9173)",""
"350601","Alexander Ludwig","Canadian actor, singer and model","Alexander Ludwig"
"1702610","Joko Winterscheidt","German TV presenter and producer","Joko Winterscheidt"
"92152832","Claudia Bernhard-Oettel","researcher (ORCID 0000-0002-8683-115X)",""
"324418","James Hewitt","American conductor, composer and publisher","James Hewitt (musician)"
"6251231","John Oliver","British sprint canoer","John Oliver (canoeist)"
"110139916","Chris Pineo","Master of Architecture, University of Washington",""
"45658647","Wang Yi","Tang dynasty person CBDB = 175421",""
"110110519","Ludwig IV von Reichenstein","Lord of Reichenstein ( - Bef 1366)",""
"382714","Anders Olsson","Swedish writer, member of the Swedish Academy","Anders Olsson (writer)"
"108053817","Carl Woods","football player (born 1964)",""
"8003106","Will Smith","British comedian, actor, author and screenwriter","Will Smith (comedian)"
"4934817","Bobby Brown","outfielder","Bobby Brown (outfielder)"
"75625489","James Taylor","Peerage person ID=253895",""
"7152989","Paul Potts","poet and author","Paul Potts (writer)"
"44612","Horst Seehofer","German politician (CSU) and Federal Minister of the Interior","Horst Seehofer"
"94510412","Kevin McCarthy","",""
"353823","Adela of Flanders","Danish royal consort","Adela of Flanders"
"6187470","Jessica Seinfeld","American writer","Jessica Seinfeld"
"7204839","Kim Ji-suk","South Korean film actress, born 1956",""
"96413601","Walter Winkler","(1873-1929)",""
"1882744","Matt Smith","American guitarist; member of Poison","Matt Smith (musician)"
"95217202","Alexander Hildebrand","",""
"112808324","Martha Louise Loomis","botanical collector (1841 - 1935)",""
"113776542","Burkhard Jungcurt","",""
"1617274","Robert Ballard","French lutenist and composer","Robert Ballard II"
"23800370","Aurelia Schwarzenegger","Arnold Schwarzenegger's mother (1922-1998)",""
"90762929","Michael L Bloomquist","researcher (ORCID 0000-0002-4233-6608)",""
"104089788","Ian Harty","South African cricketer","Ian Harty (cricketer)"
"1254398","Tom Becker","British children's writer","Tom Becker (writer)"
"54326277","Lila Neugebauer","American theatre director (born 1985)","Lila Neugebauer"
"10364375","Ronaldo Senfft","Brazilian yacht racer","Ronaldo Senfft"
"107358884","Benjamin Wallace-Wells","American journalist and author",""
"108368","Karin Seehofer","Wife of German politician","Karin Seehofer"
"1570965","Ulrich Stiehl","German writer",""
"112434069","Paul B. Rich","",""
"106375046","Jack Wolfe","British actor","Jack Wolfe (actor)"
"492065","Jamie","South Korean singer and MC","Jamie (singer)"
"102193685","Nancy Johnson Brien","Ed.D. Tennessee State University 1998",""
"16337578","Ian Borges","Brazilian volleyball player",""
"5234598","David Hagberg","American writer","David Hagberg"
"96206356","Mary","- 9 May 1613 Hursley, Hampshire, England",""
"87758029","Ben Gumpert","","Ben Gumpert"
"91972516","Catherine Meyer","researcher (ORCID 0000-0002-4542-2608)",""
"200881","Kassym-Jomart Tokayev","President of Kazakhstan since 2019","Kassym-Jomart Tokayev"
"173585","Jessica Lange","American actress","Jessica Lange"
"91651030","Imran Khan","researcher (ORCID 0000-0001-9692-5961)",""
"90924941","Stephen F Langdon","researcher (ORCID 0000-0003-0490-021X)",""
"73547778","Gayle Smythe","researcher",""
"101524","Micaela Schäfer","German nude model and TV personality","Micaela Schäfer"
"5107649","Chris Oliver","Australian rules footballer","Chris Oliver (footballer)"
"96572767","Martha Stewart Barkley","",""
"16211498","Kawennáhere Devery Jacobs","Canadian actress","Devery Jacobs"
"35540267","Peter Madubueze","Nigerian politician",""
"64619140","Eric S. White","professor of engineering design technology",""
"60826236","Kim Ji-Sook","South Korean taekwondo practitioner","Kim Ji-sook"
"3105215","Ron DeSantis","46th Governor of Florida","Ron DeSantis"
"1222805","Dieter Schroth","German association football player",""
"63676300","Dieter Hermann","German track and field athlete and trainer",""
"62929","Tom Beck","German actor and singer","Tom Beck (actor)"
"28606023","Sandra Ohrn Moose","US economist","Sandra Ohrn Moose"
"55623551","Mohamed Khaled","Egyptian basketball player (1965-)","Mohamed Khaled (basketball)"
"50765186","Honor Warren","first-born daughter of American producer Cash Warren and actress Jessica Alba.",""
"102402838","Sarah Davis","Ph.D. University of Warwick 2012",""
"329744","Martin Short","Canadian actor and comedian","Martin Short"
"89534649","Junhua Li","researcher (ORCID 0000-0001-9664-895X)",""
"43676009","Benny Safdie","American filmmaker","Benny Safdie"
"2652023","Haakon Sörvik","gymnast","Haakon Sörvik"
"6221119","John Battsek","British film producer","John Battsek"
"4944249","Bora Aksu","London-based Turkish fashion designer","Bora Aksu"
"75964268","Elizabeth Banks","(died 1766)",""
"21652196","Lin Min-Chen","Malaysian singer and actress",""
"5721","Philippe Pétain","French military and political leader (1856-1951)","Philippe Pétain"
"73437","Billy Idol","English singer","Billy Idol"
"6209846","Joe Fisher","Canadian ice hockey player","Joe Fisher (ice hockey)"
"87816933","Steven O Smith","researcher",""
"229379","Lil' Kim","American rapper from New York","Lil' Kim"
"63215681","Charles Michel","French industrialist",""
"244214","Dita Von Teese","American burlesque dancer and model","Dita Von Teese"
"1279993","Ebon Moss-Bachrach","American actor","Ebon Moss-Bachrach"
"20733187","Hugh Evans","Baptist (d.1656)",""
"59118359","Stephen Graham Saunders","researcher ORCID ID = 0000-0002-3068-7910",""
"109419402","David Bradley","native american lithographer, painter, and sculptor, born 1954",""
"11727288","Joachim","",""
